Mês,Data,ID_Transacao,Produto,Categoria,Regiao,Quantidade,Preco_Unitario,Receita_Total
Julho,2025-07-26,TRANS_20250726_0161,Webcam,Acessorios,Sudeste,2,196.15,392.3
Julho,2025-07-28,TRANS_20250728_0162,Teclado,Eletronicos,Nordeste,3,943.77,2831.31
Julho,2025-07-16,TRANS_20250716_0163,Impressora,Acessorios,Norte,3,1192.48,3577.44
Julho,2025-07-27,TRANS_20250727_0164,Laptop,Eletronicos,Centro-Oeste,3,884.83,2654.49
Julho,2025-07-01,TRANS_20250701_0165,Roteador,Eletronicos,Sudeste,3,879.24,2637.72
Julho,2025-07-06,TRANS_20250706_0166,Laptop,Eletronicos,Sul,3,1035.34,3106.02
Julho,2025-07-08,TRANS_20250708_0167,Fone de Ouvido,Perifericos,Sudeste,1,999.24,999.24
Julho,2025-07-01,TRANS_20250701_0168,Roteador,Acessorios,Centro-Oeste,3,857.71,2573.13
Julho,2025-07-17,TRANS_20250717_0169,Mouse,Perifericos,Sul,4,458.05,1832.2
Julho,2025-07-03,TRANS_20250703_0170,Mouse,Eletronicos,Norte,2,1487.07,2974.14
Julho,2025-07-29,TRANS_20250729_0171,Webcam,Eletronicos,Sudeste,3,1021.18,3063.54
Julho,2025-07-06,TRANS_20250706_0172,Impressora,Perifericos,Sudeste,1,1081.58,1081.58
Julho,2025-07-26,TRANS_20250726_0173,Fone de Ouvido,Acessorios,Centro-Oeste,3,237.28,711.84
Julho,2025-07-07,TRANS_20250707_0174,Webcam,Perifericos,Nordeste,3,801.17,2403.51
Julho,2025-07-17,TRANS_20250717_0175,Mouse,Acessorios,Centro-Oeste,4,1471.13,5884.52
Julho,2025-07-05,TRANS_20250705_0176,Fone de Ouvido,Eletronicos,Norte,1,1278.68,1278.68
Julho,2025-07-14,TRANS_20250714_0177,Webcam,Perifericos,Norte,1,1348.62,1348.62
Julho,2025-07-05,TRANS_20250705_0178,Impressora,Perifericos,Norte,4,1094.87,4379.48
Julho,2025-07-23,TRANS_20250723_0179,Impressora,Perifericos,Centro-Oeste,2,211.07,422.14
Julho,2025-07-31,TRANS_20250731_0180,Mouse,Eletronicos,Sudeste,1,559.14,559.14
Julho,2025-07-04,TRANS_20250704_0181,Webcam,Eletronicos,Centro-Oeste,3,770.64,2311.92
Julho,2025-07-12,TRANS_20250712_0182,Impressora,Eletronicos,Nordeste,2,206.86,413.72
Julho,2025-07-03,TRANS_20250703_0183,Fone de Ouvido,Acessorios,Centro-Oeste,1,1317.66,1317.66
Julho,2025-07-29,TRANS_20250729_0184,Fone de Ouvido,Eletronicos,Sul,4,1053.45,4213.8
Julho,2025-07-01,TRANS_20250701_0185,Impressora,Acessorios,Nordeste,3,379.98,1139.94
Julho,2025-07-01,TRANS_20250701_0186,Impressora,Eletronicos,Nordeste,1,1440.57,1440.57
Julho,2025-07-30,TRANS_20250730_0187,Webcam,Eletronicos,Norte,4,622.39,2489.56
Julho,2025-07-05,TRANS_20250705_0188,Mouse,Perifericos,Sudeste,2,1438.7,2877.4
Julho,2025-07-04,TRANS_20250704_0189,Monitor,Perifericos,Sudeste,3,451.69,1355.07
Julho,2025-07-12,TRANS_20250712_0190,Roteador,Acessorios,Centro-Oeste,4,282.4,1129.6
Julho,2025-07-19,TRANS_20250719_0191,Mouse,Eletronicos,Norte,4,431.2,1724.8
Julho,2025-07-26,TRANS_20250726_0192,Mouse,Acessorios,Nordeste,1,664.48,664.48
Julho,2025-07-03,TRANS_20250703_0193,Webcam,Eletronicos,Norte,2,945.91,1891.82
Julho,2025-07-20,TRANS_20250720_0194,Laptop,Eletronicos,Nordeste,4,975.23,3900.92
Julho,2025-07-02,TRANS_20250702_0195,Webcam,Acessorios,Nordeste,4,583.13,2332.52
Julho,2025-07-26,TRANS_20250726_0196,Mouse,Acessorios,Nordeste,2,296.01,592.02
Julho,2025-07-13,TRANS_20250713_0197,Mouse,Acessorios,Sul,3,574.88,1724.64
Julho,2025-07-25,TRANS_20250725_0198,Laptop,Perifericos,Nordeste,3,1142.51,3427.53
Julho,2025-07-06,TRANS_20250706_0199,Webcam,Eletronicos,Sul,3,341.17,1023.51
Julho,2025-07-03,TRANS_20250703_0200,Webcam,Eletronicos,Norte,2,1209.62,2419.24
Junho,2025-06-28,TRANS_20250628_0001,Laptop,Acessorios,Norte,4,1462.08,5848.32
Junho,2025-06-12,TRANS_20250612_0002,Mouse,Perifericos,Centro-Oeste,4,590.17,2360.68
Junho,2025-06-20,TRANS_20250620_0003,Mouse,Acessorios,Centro-Oeste,3,588.74,1766.22
Junho,2025-06-27,TRANS_20250627_0004,Fone de Ouvido,Perifericos,Sul,2,806.62,1613.24
Junho,2025-06-15,TRANS_20250615_0005,Laptop,Perifericos,Norte,3,882.35,2647.05
Junho,2025-06-28,TRANS_20250628_0006,Roteador,Eletronicos,Sul,3,1121.91,3365.73
Junho,2025-06-05,TRANS_20250605_0007,Laptop,Eletronicos,Centro-Oeste,4,1338.52,5354.08
Junho,2025-06-24,TRANS_20250624_0008,Webcam,Eletronicos,Sudeste,2,750.91,1501.82
Junho,2025-06-18,TRANS_20250618_0009,Mouse,Eletronicos,Sul,2,801.23,1602.46
Junho,2025-06-28,TRANS_20250628_0010,Laptop,Eletronicos,Norte,1,1358.54,1358.54
Junho,2025-06-07,TRANS_20250607_0011,Teclado,Eletronicos,Nordeste,4,628.37,2513.48
Junho,2025-06-15,TRANS_20250615_0012,Teclado,Eletronicos,Centro-Oeste,2,637.0,1274.0
Junho,2025-06-21,TRANS_20250621_0013,Laptop,Acessorios,Centro-Oeste,4,1013.11,4052.44
Junho,2025-06-01,TRANS_20250601_0014,Teclado,Eletronicos,Sudeste,3,1458.08,4374.24
Junho,2025-06-03,TRANS_20250603_0015,Fone de Ouvido,Perifericos,Sul,3,892.91,2678.73
Junho,2025-06-18,TRANS_20250618_0016,Impressora,Perifericos,Centro-Oeste,4,651.74,2606.96
Junho,2025-06-14,TRANS_20250614_0017,Fone de Ouvido,Perifericos,Norte,2,1471.57,2943.14
Junho,2025-06-07,TRANS_20250607_0018,Monitor,Eletronicos,Sul,3,877.62,2632.86
Junho,2025-06-25,TRANS_20250625_0019,Teclado,Eletronicos,Norte,3,952.3,2856.9
Junho,2025-06-18,TRANS_20250618_0020,Monitor,Acessorios,Sul,4,1470.47,5881.88
Junho,2025-06-25,TRANS_20250625_0021,Mouse,Perifericos,Sudeste,4,244.07,976.28
Junho,2025-06-21,TRANS_20250621_0022,Teclado,Eletronicos,Sul,2,788.26,1576.52
Junho,2025-06-04,TRANS_20250604_0023,Roteador,Eletronicos,Sudeste,3,973.64,2920.92
Junho,2025-06-27,TRANS_20250627_0024,Teclado,Perifericos,Nordeste,3,1361.37,4084.11
Junho,2025-06-02,TRANS_20250602_0025,Impressora,Perifericos,Centro-Oeste,1,480.64,480.64
Junho,2025-06-10,TRANS_20250610_0026,Mouse,Eletronicos,Sul,2,721.86,1443.72
Junho,2025-06-08,TRANS_20250608_0027,Webcam,Perifericos,Centro-Oeste,1,715.27,715.27
Junho,2025-06-02,TRANS_20250602_0028,Mouse,Eletronicos,Norte,4,422.65,1690.6
Junho,2025-06-25,TRANS_20250625_0029,Teclado,Eletronicos,Sul,4,537.89,2151.56
Junho,2025-06-20,TRANS_20250620_0030,Teclado,Perifericos,Sul,3,1415.81,4247.43
Junho,2025-06-25,TRANS_20250625_0031,Teclado,Perifericos,Norte,3,997.71,2993.13
Junho,2025-06-12,TRANS_20250612_0032,Webcam,Perifericos,Sul,1,1238.09,1238.09
Junho,2025-06-11,TRANS_20250611_0033,Roteador,Perifericos,Nordeste,3,634.8,1904.4
Junho,2025-06-14,TRANS_20250614_0034,Fone de Ouvido,Acessorios,Centro-Oeste,1,1053.77,1053.77
Junho,2025-06-08,TRANS_20250608_0035,Teclado,Eletronicos,Centro-Oeste,3,909.81,2729.43
Junho,2025-06-13,TRANS_20250613_0036,Mouse,Acessorios,Sul,1,911.0,911.0
Junho,2025-06-16,TRANS_20250616_0037,Impressora,Acessorios,Centro-Oeste,2,542.64,1085.28
Junho,2025-06-07,TRANS_20250607_0038,Teclado,Acessorios,Norte,2,1042.47,2084.94
Junho,2025-06-23,TRANS_20250623_0039,Webcam,Perifericos,Sul,3,362.53,1087.59
Junho,2025-06-03,TRANS_20250603_0040,Fone de Ouvido,Eletronicos,Norte,4,1002.95,4011.8
Junho,2025-06-05,TRANS_20250605_0041,Fone de Ouvido,Acessorios,Sudeste,4,734.42,2937.68
Junho,2025-06-01,TRANS_20250601_0042,Roteador,Perifericos,Sul,4,745.0,2980.0
Junho,2025-06-13,TRANS_20250613_0043,Impressora,Acessorios,Sul,1,227.85,227.85
Junho,2025-06-18,TRANS_20250618_0044,Laptop,Perifericos,Norte,4,1417.01,5668.04
Junho,2025-06-01,TRANS_20250601_0045,Fone de Ouvido,Acessorios,Centro-Oeste,1,257.56,257.56
Junho,2025-06-09,TRANS_20250609_0046,Monitor,Acessorios,Norte,4,1242.64,4970.56
Junho,2025-06-26,TRANS_20250626_0047,Webcam,Eletronicos,Norte,3,708.17,2124.51
Junho,2025-06-12,TRANS_20250612_0048,Impressora,Acessorios,Sul,4,691.06,2764.24
Junho,2025-06-09,TRANS_20250609_0049,Fone de Ouvido,Acessorios,Sudeste,3,414.05,1242.15
Junho,2025-06-15,TRANS_20250615_0050,Mouse,Perifericos,Nordeste,3,420.67,1262.01
Junho,2025-06-11,TRANS_20250611_0051,Webcam,Acessorios,Norte,2,525.95,1051.9
Junho,2025-06-28,TRANS_20250628_0052,Roteador,Perifericos,Nordeste,3,433.26,1299.78
Junho,2025-06-22,TRANS_20250622_0053,Teclado,Perifericos,Sudeste,3,249.51,748.53
Junho,2025-06-21,TRANS_20250621_0054,Webcam,Eletronicos,Sudeste,4,430.96,1723.84
Junho,2025-06-30,TRANS_20250630_0055,Fone de Ouvido,Perifericos,Nordeste,1,1344.65,1344.65
Junho,2025-06-29,TRANS_20250629_0056,Roteador,Perifericos,Centro-Oeste,4,595.63,2382.52
Junho,2025-06-11,TRANS_20250611_0057,Laptop,Eletronicos,Norte,2,203.84,407.68
Junho,2025-06-02,TRANS_20250602_0058,Impressora,Perifericos,Nordeste,2,742.0,1484.0
Junho,2025-06-02,TRANS_20250602_0059,Impressora,Perifericos,Sudeste,4,286.4,1145.6
Junho,2025-06-15,TRANS_20250615_0060,Roteador,Perifericos,Sudeste,2,667.54,1335.08
Junho,2025-06-04,TRANS_20250604_0061,Impressora,Eletronicos,Sul,1,346.12,346.12
Junho,2025-06-06,TRANS_20250606_0062,Laptop,Eletronicos,Sul,1,1203.49,1203.49
Junho,2025-06-03,TRANS_20250603_0063,Webcam,Acessorios,Nordeste,2,535.6,1071.2
Junho,2025-06-05,TRANS_20250605_0064,Roteador,Perifericos,Centro-Oeste,2,1252.57,2505.14
Junho,2025-06-18,TRANS_20250618_0065,Teclado,Acessorios,Sul,3,1152.64,3457.92
Junho,2025-06-27,TRANS_20250627_0066,Teclado,Perifericos,Norte,1,1315.42,1315.42
Junho,2025-06-24,TRANS_20250624_0067,Teclado,Eletronicos,Sul,4,684.49,2737.96
Junho,2025-06-07,TRANS_20250607_0068,Roteador,Acessorios,Norte,3,826.68,2480.04
Junho,2025-06-09,TRANS_20250609_0069,Laptop,Eletronicos,Sudeste,3,503.77,1511.31
Junho,2025-06-04,TRANS_20250604_0070,Roteador,Acessorios,Norte,2,1470.47,2940.94
Junho,2025-06-01,TRANS_20250601_0071,Laptop,Eletronicos,Sul,3,1489.11,4467.33
Junho,2025-06-12,TRANS_20250612_0072,Mouse,Perifericos,Nordeste,4,253.4,1013.6
Junho,2025-06-02,TRANS_20250602_0073,Fone de Ouvido,Eletronicos,Centro-Oeste,2,197.81,395.62
Junho,2025-06-24,TRANS_20250624_0074,Roteador,Eletronicos,Centro-Oeste,3,1294.98,3884.94
Junho,2025-06-22,TRANS_20250622_0075,Laptop,Acessorios,Sudeste,2,172.18,344.36
Junho,2025-06-07,TRANS_20250607_0076,Roteador,Acessorios,Sul,2,522.26,1044.52
Junho,2025-06-04,TRANS_20250604_0077,Mouse,Acessorios,Sudeste,2,894.87,1789.74
Junho,2025-06-23,TRANS_20250623_0078,Impressora,Eletronicos,Nordeste,2,1027.1,2054.2
Junho,2025-06-18,TRANS_20250618_0079,Monitor,Eletronicos,Centro-Oeste,4,1261.46,5045.84
Junho,2025-06-25,TRANS_20250625_0080,Fone de Ouvido,Eletronicos,Centro-Oeste,3,159.17,477.51
Junho,2025-06-07,TRANS_20250607_0081,Monitor,Eletronicos,Norte,2,811.14,1622.28
Junho,2025-06-11,TRANS_20250611_0082,Impressora,Eletronicos,Norte,4,1477.72,5910.88
Junho,2025-06-25,TRANS_20250625_0083,Laptop,Acessorios,Sul,3,609.39,1828.17
Junho,2025-06-14,TRANS_20250614_0084,Fone de Ouvido,Perifericos,Centro-Oeste,3,520.64,1561.92
Junho,2025-06-08,TRANS_20250608_0085,Laptop,Eletronicos,Centro-Oeste,4,463.12,1852.48
Junho,2025-06-23,TRANS_20250623_0086,Impressora,Acessorios,Sul,2,785.04,1570.08
Junho,2025-06-29,TRANS_20250629_0087,Fone de Ouvido,Eletronicos,Sul,2,211.3,422.6
Junho,2025-06-09,TRANS_20250609_0088,Laptop,Eletronicos,Sul,4,1159.39,4637.56
Junho,2025-06-24,TRANS_20250624_0089,Fone de Ouvido,Acessorios,Sudeste,1,272.81,272.81
Junho,2025-06-11,TRANS_20250611_0090,Fone de Ouvido,Perifericos,Norte,4,967.74,3870.96
Junho,2025-06-05,TRANS_20250605_0091,Monitor,Perifericos,Centro-Oeste,4,353.79,1415.16
Junho,2025-06-27,TRANS_20250627_0092,Mouse,Acessorios,Norte,1,1352.94,1352.94
Junho,2025-06-28,TRANS_20250628_0093,Mouse,Eletronicos,Norte,1,1246.94,1246.94
Junho,2025-06-11,TRANS_20250611_0094,Roteador,Eletronicos,Centro-Oeste,3,390.04,1170.12
Junho,2025-06-02,TRANS_20250602_0095,Teclado,Perifericos,Centro-Oeste,1,1183.49,1183.49
Junho,2025-06-14,TRANS_20250614_0096,Teclado,Eletronicos,Centro-Oeste,2,999.44,1998.88
Junho,2025-06-22,TRANS_20250622_0097,Teclado,Eletronicos,Nordeste,4,378.15,1512.6
Junho,2025-06-05,TRANS_20250605_0098,Roteador,Perifericos,Nordeste,3,1002.54,3007.62
Junho,2025-06-30,TRANS_20250630_0099,Fone de Ouvido,Acessorios,Sul,4,1463.67,5854.68
Junho,2025-06-03,TRANS_20250603_0100,Laptop,Perifericos,Sudeste,1,620.51,620.51
Junho,2025-06-13,TRANS_20250613_0101,Mouse,Perifericos,Norte,3,786.24,2358.72
Junho,2025-06-19,TRANS_20250619_0102,Mouse,Perifericos,Nordeste,3,349.39,1048.17
Junho,2025-06-15,TRANS_20250615_0103,Impressora,Acessorios,Sudeste,4,711.43,2845.72
Junho,2025-06-25,TRANS_20250625_0104,Roteador,Eletronicos,Norte,4,1260.48,5041.92
Junho,2025-06-09,TRANS_20250609_0105,Roteador,Perifericos,Centro-Oeste,1,153.43,153.43
Junho,2025-06-01,TRANS_20250601_0106,Webcam,Perifericos,Sudeste,1,1233.26,1233.26
Junho,2025-06-03,TRANS_20250603_0107,Laptop,Perifericos,Nordeste,1,262.8,262.8
Junho,2025-06-29,TRANS_20250629_0108,Teclado,Perifericos,Sudeste,3,449.38,1348.14
Junho,2025-06-27,TRANS_20250627_0109,Impressora,Acessorios,Nordeste,1,972.36,972.36
Junho,2025-06-04,TRANS_20250604_0110,Fone de Ouvido,Eletronicos,Sudeste,3,432.75,1298.25
Junho,2025-06-28,TRANS_20250628_0111,Mouse,Perifericos,Nordeste,3,133.74,401.22
Junho,2025-06-06,TRANS_20250606_0112,Laptop,Perifericos,Sul,1,1456.69,1456.69
Junho,2025-06-01,TRANS_20250601_0113,Monitor,Acessorios,Centro-Oeste,3,89.89,269.67
Junho,2025-06-11,TRANS_20250611_0114,Teclado,Acessorios,Norte,3,74.75,224.25
Junho,2025-06-05,TRANS_20250605_0115,Teclado,Perifericos,Norte,2,198.87,397.74
Junho,2025-06-10,TRANS_20250610_0116,Fone de Ouvido,Acessorios,Nordeste,2,1290.88,2581.76
Junho,2025-06-23,TRANS_20250623_0117,Roteador,Eletronicos,Norte,2,1499.42,2998.84
Junho,2025-06-22,TRANS_20250622_0118,Teclado,Eletronicos,Norte,4,581.19,2324.76
Junho,2025-06-21,TRANS_20250621_0119,Fone de Ouvido,Perifericos,Sudeste,2,1030.08,2060.16
Junho,2025-06-02,TRANS_20250602_0120,Webcam,Perifericos,Centro-Oeste,1,692.29,692.29
Junho,2025-06-14,TRANS_20250614_0121,Impressora,Perifericos,Sudeste,1,1406.4,1406.4
Junho,2025-06-05,TRANS_20250605_0122,Mouse,Perifericos,Sul,2,972.25,1944.5
Junho,2025-06-27,TRANS_20250627_0123,Monitor,Perifericos,Centro-Oeste,1,475.28,475.28
Junho,2025-06-11,TRANS_20250611_0124,Monitor,Acessorios,Nordeste,1,439.61,439.61
Junho,2025-06-23,TRANS_20250623_0125,Laptop,Eletronicos,Centro-Oeste,1,307.31,307.31
Junho,2025-06-17,TRANS_20250617_0126,Webcam,Perifericos,Nordeste,1,1316.91,1316.91
Junho,2025-06-24,TRANS_20250624_0127,Laptop,Acessorios,Nordeste,1,327.63,327.63
Junho,2025-06-10,TRANS_20250610_0128,Impressora,Perifericos,Nordeste,2,684.65,1369.3
Junho,2025-06-14,TRANS_20250614_0129,Webcam,Acessorios,Norte,3,1072.48,3217.44
Junho,2025-06-16,TRANS_20250616_0130,Impressora,Eletronicos,Nordeste,2,1340.45,2680.9
Junho,2025-06-27,TRANS_20250627_0131,Impressora,Acessorios,Nordeste,3,796.12,2388.36
Junho,2025-06-05,TRANS_20250605_0132,Teclado,Acessorios,Sul,1,1025.7,1025.7
Junho,2025-06-29,TRANS_20250629_0133,Webcam,Eletronicos,Norte,3,437.31,1311.93
Junho,2025-06-24,TRANS_20250624_0134,Impressora,Acessorios,Sudeste,3,735.81,2207.43
Junho,2025-06-16,TRANS_20250616_0135,Monitor,Perifericos,Nordeste,4,148.44,593.76
Junho,2025-06-02,TRANS_20250602_0136,Monitor,Eletronicos,Sudeste,4,261.22,1044.88
Junho,2025-06-23,TRANS_20250623_0137,Fone de Ouvido,Eletronicos,Norte,2,824.68,1649.36
Junho,2025-06-29,TRANS_20250629_0138,Fone de Ouvido,Acessorios,Sudeste,1,1398.88,1398.88
Junho,2025-06-03,TRANS_20250603_0139,Monitor,Perifericos,Sul,2,417.02,834.04
Junho,2025-06-11,TRANS_20250611_0140,Laptop,Eletronicos,Norte,4,51.88,207.52
Junho,2025-06-25,TRANS_20250625_0141,Webcam,Acessorios,Nordeste,3,669.27,2007.81
Junho,2025-06-21,TRANS_20250621_0142,Roteador,Perifericos,Sul,1,658.78,658.78
Junho,2025-06-25,TRANS_20250625_0143,Mouse,Acessorios,Sul,3,629.76,1889.28
Junho,2025-06-23,TRANS_20250623_0144,Monitor,Acessorios,Norte,1,170.77,170.77
Junho,2025-06-07,TRANS_20250607_0145,Teclado,Perifericos,Sul,4,978.32,3913.28
Junho,2025-06-12,TRANS_20250612_0146,Roteador,Acessorios,Nordeste,2,861.57,1723.14
Junho,2025-06-23,TRANS_20250623_0147,Impressora,Eletronicos,Sudeste,1,889.83,889.83
Junho,2025-06-27,TRANS_20250627_0148,Mouse,Perifericos,Centro-Oeste,1,1378.28,1378.28
Junho,2025-06-22,TRANS_20250622_0149,Webcam,Eletronicos,Norte,4,881.7,3526.8
Junho,2025-06-15,TRANS_20250615_0150,Webcam,Acessorios,Nordeste,3,137.38,412.14
Junho,2025-06-08,TRANS_20250608_0151,Fone de Ouvido,Perifericos,Centro-Oeste,2,367.5,735.0
Junho,2025-06-13,TRANS_20250613_0152,Webcam,Perifericos,Nordeste,1,653.53,653.53
Junho,2025-06-23,TRANS_20250623_0153,Roteador,Eletronicos,Nordeste,4,514.75,2059.0
Junho,2025-06-04,TRANS_20250604_0154,Mouse,Eletronicos,Sudeste,1,1362.64,1362.64
Junho,2025-06-13,TRANS_20250613_0155,Roteador,Perifericos,Sudeste,1,642.95,642.95
Junho,2025-06-24,TRANS_20250624_0156,Webcam,Perifericos,Centro-Oeste,4,384.21,1536.84
Junho,2025-06-06,TRANS_20250606_0157,Fone de Ouvido,Eletronicos,Nordeste,2,202.68,405.36
Junho,2025-06-20,TRANS_20250620_0158,Teclado,Acessorios,Sudeste,4,192.11,768.44
Junho,2025-06-22,TRANS_20250622_0159,Fone de Ouvido,Acessorios,Norte,3,370.92,1112.76
Junho,2025-06-12,TRANS_20250612_0160,Impressora,Perifericos,Sudeste,2,530.16,1060.32
Junho,2025-06-16,TRANS_20250616_0161,Mouse,Acessorios,Centro-Oeste,2,1002.51,2005.02
Junho,2025-06-06,TRANS_20250606_0162,Mouse,Eletronicos,Nordeste,4,152.3,609.2
Junho,2025-06-22,TRANS_20250622_0163,Laptop,Eletronicos,Centro-Oeste,1,817.06,817.06
Junho,2025-06-20,TRANS_20250620_0164,Roteador,Perifericos,Norte,2,1445.9,2891.8
Junho,2025-06-30,TRANS_20250630_0165,Roteador,Acessorios,Centro-Oeste,2,433.91,867.82
Junho,2025-06-05,TRANS_20250605_0166,Impressora,Perifericos,Sul,3,1439.65,4318.95
Junho,2025-06-12,TRANS_20250612_0167,Monitor,Eletronicos,Nordeste,3,1247.86,3743.58
Junho,2025-06-04,TRANS_20250604_0168,Fone de Ouvido,Acessorios,Nordeste,4,1157.79,4631.16
Junho,2025-06-05,TRANS_20250605_0169,Mouse,Eletronicos,Sudeste,2,896.21,1792.42
Junho,2025-06-09,TRANS_20250609_0170,Teclado,Acessorios,Norte,4,1201.41,4805.64
Junho,2025-06-07,TRANS_20250607_0171,Impressora,Eletronicos,Sudeste,4,1265.4,5061.6
Junho,2025-06-15,TRANS_20250615_0172,Fone de Ouvido,Eletronicos,Sudeste,4,448.14,1792.56
Junho,2025-06-19,TRANS_20250619_0173,Mouse,Eletronicos,Sudeste,1,1051.3,1051.3
Junho,2025-06-08,TRANS_20250608_0174,Monitor,Perifericos,Centro-Oeste,1,452.39,452.39
Junho,2025-06-06,TRANS_20250606_0175,Laptop,Perifericos,Norte,1,1499.7,1499.7
Junho,2025-06-02,TRANS_20250602_0176,Laptop,Eletronicos,Norte,3,752.29,2256.87
Junho,2025-06-21,TRANS_20250621_0177,Teclado,Perifericos,Sudeste,1,1153.85,1153.85
Junho,2025-06-04,TRANS_20250604_0178,Monitor,Perifericos,Sul,3,1493.14,4479.42
Junho,2025-06-12,TRANS_20250612_0179,Mouse,Eletronicos,Sul,2,1214.96,2429.92
Junho,2025-06-04,TRANS_20250604_0180,Mouse,Perifericos,Nordeste,1,449.09,449.09
Junho,2025-06-24,TRANS_20250624_0181,Webcam,Acessorios,Centro-Oeste,2,106.63,213.26
Junho,2025-06-04,TRANS_20250604_0182,Impressora,Perifericos,Centro-Oeste,1,574.68,574.68
Junho,2025-06-25,TRANS_20250625_0183,Impressora,Acessorios,Centro-Oeste,4,61.46,245.84
Junho,2025-06-16,TRANS_20250616_0184,Monitor,Perifericos,Centro-Oeste,1,825.29,825.29
Junho,2025-06-07,TRANS_20250607_0185,Webcam,Eletronicos,Centro-Oeste,4,1024.24,4096.96
Junho,2025-06-09,TRANS_20250609_0186,Teclado,Eletronicos,Sul,2,545.59,1091.18
Junho,2025-06-26,TRANS_20250626_0187,Laptop,Acessorios,Nordeste,4,126.78,507.12
Junho,2025-06-01,TRANS_20250601_0188,Laptop,Perifericos,Nordeste,3,199.27,597.81
Junho,2025-06-26,TRANS_20250626_0189,Teclado,Eletronicos,Norte,2,394.68,789.36
Junho,2025-06-26,TRANS_20250626_0190,Monitor,Perifericos,Sul,1,464.78,464.78
Junho,2025-06-10,TRANS_20250610_0191,Fone de Ouvido,Acessorios,Sudeste,4,227.83,911.32
Junho,2025-06-04,TRANS_20250604_0192,Fone de Ouvido,Perifericos,Nordeste,4,183.02,732.08
Junho,2025-06-28,TRANS_20250628_0193,Mouse,Acessorios,Norte,2,1268.58,2537.16
Junho,2025-06-14,TRANS_20250614_0194,Roteador,Perifericos,Centro-Oeste,4,528.77,2115.08
Junho,2025-06-06,TRANS_20250606_0195,Mouse,Eletronicos,Norte,4,617.89,2471.56
Junho,2025-06-12,TRANS_20250612_0196,Webcam,Eletronicos,Norte,4,307.28,1229.12
Junho,2025-06-08,TRANS_20250608_0197,Monitor,Acessorios,Nordeste,4,486.4,1945.6
Junho,2025-06-21,TRANS_20250621_0198,Laptop,Eletronicos,Sul,2,56.98,113.96
Junho,2025-06-01,TRANS_20250601_0199,Fone de Ouvido,Eletronicos,Centro-Oeste,4,896.41,3585.64
Junho,2025-06-10,TRANS_20250610_0200,Fone de Ouvido,Acessorios,Sul,1,343.1,343.1
Março,2025-03-12,TRANS_20250312_0001,Roteador,Eletronicos,Sul,3,1248.89,3746.67
Março,2025-03-20,TRANS_20250320_0002,Laptop,Acessorios,Sul,4,1470.34,5881.36
Março,2025-03-28,TRANS_20250328_0003,Impressora,Acessorios,Norte,1,141.66,141.66
Março,2025-03-20,TRANS_20250320_0004,Monitor,Perifericos,Norte,3,193.5,580.5
Março,2025-03-23,TRANS_20250323_0005,Mouse,Eletronicos,Sul,3,60.22,180.66
Março,2025-03-15,TRANS_20250315_0006,Fone de Ouvido,Acessorios,Centro-Oeste,3,716.56,2149.68
Março,2025-03-07,TRANS_20250307_0007,Teclado,Acessorios,Nordeste,3,219.26,657.78
Março,2025-03-30,TRANS_20250330_0008,Monitor,Acessorios,Nordeste,3,1312.79,3938.37
Março,2025-03-05,TRANS_20250305_0009,Impressora,Perifericos,Centro-Oeste,3,685.53,2056.59
Março,2025-03-13,TRANS_20250313_0010,Fone de Ouvido,Eletronicos,Nordeste,1,810.96,810.96
Março,2025-03-21,TRANS_20250321_0011,Webcam,Perifericos,Nordeste,1,661.04,661.04
Março,2025-03-05,TRANS_20250305_0012,Webcam,Acessorios,Sudeste,4,88.22,352.88
Março,2025-03-14,TRANS_20250314_0013,Roteador,Acessorios,Sudeste,3,89.6,268.8
Março,2025-03-13,TRANS_20250313_0014,Laptop,Acessorios,Centro-Oeste,2,736.67,1473.34
Março,2025-03-19,TRANS_20250319_0015,Monitor,Acessorios,Sul,1,1372.5,1372.5
Março,2025-03-26,TRANS_20250326_0016,Laptop,Acessorios,Centro-Oeste,1,1431.31,1431.31
Março,2025-03-09,TRANS_20250309_0017,Teclado,Acessorios,Nordeste,1,854.38,854.38
Março,2025-03-28,TRANS_20250328_0018,Webcam,Eletronicos,Nordeste,4,1118.16,4472.64
Março,2025-03-28,TRANS_20250328_0019,Impressora,Acessorios,Nordeste,4,232.11,928.44
Março,2025-03-01,TRANS_20250301_0020,Monitor,Acessorios,Nordeste,2,375.98,751.96
Março,2025-03-19,TRANS_20250319_0021,Monitor,Eletronicos,Sudeste,1,1244.13,1244.13
Março,2025-03-26,TRANS_20250326_0022,Mouse,Eletronicos,Nordeste,2,489.73,979.46
Março,2025-03-06,TRANS_20250306_0023,Webcam,Eletronicos,Centro-Oeste,3,1424.1,4272.3
Março,2025-03-12,TRANS_20250312_0024,Fone de Ouvido,Acessorios,Nordeste,1,395.42,395.42
Março,2025-03-22,TRANS_20250322_0025,Laptop,Eletronicos,Sul,1,676.53,676.53
Março,2025-03-28,TRANS_20250328_0026,Laptop,Acessorios,Nordeste,2,725.79,1451.58
Março,2025-03-09,TRANS_20250309_0027,Roteador,Perifericos,Centro-Oeste,4,344.43,1377.72
Março,2025-03-18,TRANS_20250318_0028,Monitor,Perifericos,Nordeste,4,938.2,3752.8
Março,2025-03-26,TRANS_20250326_0029,Impressora,Perifericos,Centro-Oeste,2,953.73,1907.46
